C.D.S.  -  SIMBAD4 rel 1.8  -  2025.01.29CET17:13:11

Number of objects : 9018

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
172 |HD 202654                          |*  |21 15 37.1781000216 +47 58 26.383932804|5.63     |6.301    |6.441    |     ~   |     ~   |B4IV                 |  56 |   0
173 |HD 205314                          |** |21 32 56.5920346080 +49 58 39.478477980|     ~   |5.721    |5.755    |     ~   |     ~   |A0V                  |  72 |   0
174 |HD 206731                          |*  |21 42 38.8099919712 +49 36 00.889589448|     ~   |7.084    |6.089    |     ~   |     ~   |G8II-III             |  51 |   0
175 |* pi.02 Cyg                        |SB*|21 46 47.6097792927 +49 18 34.454260528|3.4      |4.11     |4.18     |     ~   |     ~   |B2.5III              | 178 |   0
176 |HD 210715                          |PM*|22 11 09.8935953888 +50 49 24.294385812|     ~   |5.517    |5.377    |     ~   |     ~   |A5V                  |  54 |   0
177 |* bet Lac                          |** |22 23 33.6233135918 +52 13 44.568181879|6.26     |5.46     |4.44     |3.67     |3.10     |G9IIIbCa1            | 158 |   0
178 |HD 212071                          |*  |22 20 39.5199170904 +50 58 50.932112052|8.610    |7.620    |6.370    |     ~   |     ~   |K2                   |  21 |   0
179 |HD 213720                          |SB*|22 32 18.7224657648 +54 02 13.312669452|8.340    |7.450    |6.370    |     ~   |     ~   |G8III                |  25 |   0
180 |HD 216057                          |Be*|22 48 47.8965323832 +54 24 53.612429976|5.54     |6.037    |6.124    |     ~   |     ~   |B7V                  |  92 |   0
181 |HD 217314                          |*  |22 59 10.3408607952 +52 39 16.310428056|     ~   |7.726    |6.293    |     ~   |     ~   |K2                   |  18 |   0
182 |HD 214878                          |*  |22 40 18.4069877640 +53 50 45.336101820|     ~   |6.877    |5.920    |     ~   |     ~   |K0III                |  30 |   0
183 |HD 215159                          |*  |22 42 20.8089832632 +53 54 31.492297980|     ~   |7.748    |6.106    |     ~   |     ~   |K2                   |  21 |   0
184 |HD 215518                          |*  |22 44 49.1179167192 +52 31 01.955564904|9.870    |7.990    |6.410    |     ~   |     ~   |K2                   |  18 |   0
185 |HD 218416                          |*  |23 07 10.0549419072 +52 48 59.760688860|     ~   |7.189    |6.120    |     ~   |     ~   |K0III                |  25 |   0
186 |V* V1022 Cas                       |SB*|23 57 08.4720606576 +55 42 20.539344420|     ~   |6.033    |5.561    |     ~   |     ~   |F6V                  |  76 |   0
187 |HD 222932                          |*  |23 44 48.3962003616 +55 47 58.874099532|8.140    |7.440    |6.440    |     ~   |     ~   |G4III:               |  26 |   0
188 |HD 4222                            |*  |00 45 17.1736522992 +55 13 17.030998092|     ~   |5.423    |5.410    |     ~   |     ~   |A2Vs                 |  59 |   0
189 |HD 3240                            |*  |00 36 08.3101957104 +54 10 06.419675676|4.58     |4.967    |5.076    |     ~   |     ~   |B8IV                 |  74 |   0
190 |* zet Cas                          |bC?|00 36 58.2844874846 +53 53 48.877599163|2.58     |3.47     |3.66     |3.74     |3.95     |B2IV                 | 466 |   0
191 |HD 2952                            |PM*|00 33 10.3944926208 +54 53 41.949623868|     ~   |6.959    |5.922    |     ~   |     ~   |K0III                |  61 |   1
192 |* lam Cas A                        |*  |00 31 46.316736 +54 31 20.32284        |     ~   |5.24     |5.35     |     ~   |     ~   |B7.5V                |   7 |   0
193 |HD 5128                            |PM*|00 53 47.5997104680 +52 41 21.459958980|     ~   |6.49     |6.31     |     ~   |     ~   |A0                   |  45 |   0
194 |HD 6211                            |PM*|01 04 02.3905242984 +52 30 07.782640236|     ~   |7.434    |5.977    |     ~   |     ~   |K2                   |  25 |   0
195 |HD 6540                            |*  |01 07 09.4583917800 +53 29 53.465412480|9.490    |7.840    |6.290    |     ~   |     ~   |K2III                |  25 |   0
196 |* mu. Cas                          |SB*|01 08 16.3029454473 +54 55 12.561201263|5.93     |5.86     |5.17     |4.55     |4.13     |G5Vb                 | 585 |   1
197 |HD 11151                           |PM*|01 50 57.1281289032 +51 56 00.303705744|     ~   |6.385    |5.951    |     ~   |     ~   |F5IV                 |  73 |   0
198 |* 2 Per                            |SB*|01 52 09.3723086736 +50 47 34.054111608|5.38     |5.623    |5.689    |     ~   |     ~   |B9pHgMn              |  98 |   0
199 |HD 11335                           |*  |01 52 50.7254346336 +51 28 29.411926788|6.430    |6.350    |6.300    |     ~   |     ~   |A3V                  |  40 |   0
200 |* 65 And                           |*  |02 25 37.4229761208 +50 16 43.063334724|     ~   |6.249    |4.710    |     ~   |     ~   |K4.5III              |  93 |   0
201 |* 63 And                           |a2*|02 20 58.2015432888 +50 09 05.385224196|     ~   |5.46     |5.59     |     ~   |     ~   |B9VpSi               | 115 |   0
202 |* 64 And                           |*  |02 24 24.9159941400 +50 00 23.555997036|6.93     |6.17     |5.19     |     ~   |     ~   |G8III                |  65 |   0
203 |HD 14221                           |PM*|02 19 22.6777319784 +48 57 19.657981440|6.800    |6.820    |6.410    |     ~   |     ~   |F4V                  |  69 |   0
204 |HD 16780                           |*  |02 43 01.8568506264 +48 15 54.878632596|8.310    |7.430    |6.280    |     ~   |     ~   |G5II                 |  28 |   0
205 |HD 17656                           |*  |02 51 41.7299294160 +46 50 30.990321528|     ~   |6.762    |5.859    |     ~   |     ~   |G8III                |  44 |   0
206 |* kap Per                          |PM*|03 09 29.8036400506 +44 51 26.849828627|5.62     |4.79     |3.81     |3.07     |2.57     |G9.5IIIb             | 243 |   0
207 |HD 19736                           |*  |03 12 09.5597906904 +42 22 33.276354960|     ~   |6.031    |6.139    |     ~   |     ~   |B5V                  |  47 |   0
208 |* 30 Per                           |SB*|03 17 47.3530021152 +44 01 30.081905148|5.07     |5.409    |5.476    |     ~   |     ~   |B8V                  |  96 |   0
209 |* l Per                            |PM*|03 21 26.5587601200 +43 19 46.743124584|     ~   |5.006    |4.946    |     ~   |     ~   |A3V                  |  77 |   0
210 |HD 20063                           |PM*|03 14 56.5973757696 +42 30 13.082427360|8.210    |7.160    |6.060    |     ~   |     ~   |K1IVCN0.5            |  28 |   0
211 |HD 21684                           |PM*|03 31 30.3000043824 +40 45 35.815189572|     ~   |6.72     |6.49     |     ~   |     ~   |A5                   |  13 |   0
212 |V* IW Per                          |SB*|03 33 35.0341163808 +39 53 58.116630120|     ~   |5.909    |5.776    |     ~   |     ~   |A3V                  | 103 |   0
213 |HD 193322A                         |SB*|20 18 06.9878053728 +40 43 55.501814100|     ~   |6.004    |5.958    |     ~   |     ~   |O9IV(n)              |  18 |   0
214 |HD 194069                          |SB*|20 22 03.0552303672 +41 07 55.691984064|     ~   |7.409    |6.383    |     ~   |     ~   |G9Ib-II              |  56 |   0
215 |HD 193092                          |V* |20 16 55.2856987776 +40 21 54.273252420|     ~   |6.871    |5.236    |     ~   |     ~   |K3IIIaFe-1           |  78 |   0
216 |HD 193322                          |** |20 18 06.98820 +40 43 55.5001          |5.17     |5.94     |5.84     |5.69     |5.68     |O9IV(n)+B1.5V        | 283 |   0
217 |HD 193217                          |*  |20 17 29.0565341184 +42 43 19.422976620|     ~   |7.909    |6.273    |     ~   |     ~   |K4+II-III            |  43 |   0
218 |* alf Cyg                          |sg*|20 41 25.91514 +45 16 49.2197          |1.11     |1.34     |1.25     |1.14     |1.04     |A2Ia                 | 765 |   0
219 |HD 198345                          |*  |20 47 49.2864749208 +47 49 54.724960056|     ~   |7.060    |5.586    |     ~   |     ~   |K5III                |  39 |   0
220 |HD 198151                          |** |20 46 38.5930632264 +46 31 54.084444456|     ~   |6.359    |6.303    |     ~   |     ~   |A3V                  |  44 |   0
221 |HD 198237                          |*  |20 47 20.7681258888 +45 34 47.763694632|     ~   |8.023    |6.411    |     ~   |     ~   |K3III                |  25 |   0
222 |HD 198625                          |Em*|20 49 54.6420857112 +46 39 40.812134724|     ~   |6.269    |6.333    |     ~   |     ~   |B4Ve                 |  65 |   0
223 |* 55 Cyg                           |s*b|20 48 56.2915921440 +46 06 50.883645024|4.83     |5.28     |4.86     |4.41     |4.10     |B2.5Ia               | 500 |   0
224 |HD 199612                          |SB*|20 56 25.8955286856 +49 11 44.992296924|     ~   |6.963    |5.913    |     ~   |     ~   |G8II-III             |  40 |   0
225 |* f02 Cyg                          |*  |21 06 36.0934336570 +47 38 54.252204111|     ~   |6.079    |4.514    |     ~   |     ~   |K4Ib-IIa             | 114 |   0
226 |* f01 Cyg                          |Be*|20 59 49.5541247496 +47 31 15.363746436|3.77     |4.71     |4.75     |4.62     |4.63     |B1.5Vnne             | 507 |   0
227 |HD 199478                          |s*b|20 55 49.8039729168 +47 25 03.564093468|5.79     |6.12     |5.64     |5.16     |4.78     |B7Ia                 | 229 |   0
228 |HD 203245                          |Pu*|21 19 28.7504447592 +49 30 37.060318296|5.11     |5.61     |5.74     |     ~   |     ~   |B6V                  |  74 |   0
229 |HD 203644                          |PM*|21 22 00.4181510352 +49 23 19.850097156|     ~   |6.768    |5.671    |     ~   |     ~   |K0III                |  46 |   0
230 |HD 204965                          |*  |21 30 20.3307128760 +52 57 28.784301300|     ~   |6.079    |6.007    |     ~   |     ~   |A3V                  |  36 |   0
231 |HD 207119                          |*  |21 45 12.3988928592 +52 16 03.272948976|     ~   |8.254    |6.369    |     ~   |     ~   |K3IIBa0.5            |  51 |   0
232 |* pi.01 Cyg                        |SB*|21 42 05.6606598980 +51 11 22.659654515|3.86     |4.55     |4.66     |     ~   |     ~   |B3III                | 111 |   0
233 |BD+51 3079                         |SB*|21 31 27.4695958320 +52 37 11.514326196|     ~   |7.051    |6.180    |     ~   |     ~   |G2II+B9V             |  56 |   0
234 |HD 205551                          |Be*|21 34 27.4633482288 +51 41 54.480749712|5.73     |6.140    |6.163    |     ~   |     ~   |B7IIIe               |  64 |   0
235 |HD 209419                          |*  |22 01 50.5866647688 +52 52 56.100144360|5.14     |5.658    |5.776    |     ~   |     ~   |B5III                |  69 |   0
236 |HD 210221                          |Pu*|22 07 25.5851458248 +53 18 26.773650216|6.81     |6.555    |6.171    |     ~   |     ~   |A3Ib                 |  84 |   0
237 |V* V416 Lac                        |LP*|22 38 37.9233049091 +56 47 44.277881218|     ~   |6.684    |5.167    |     ~   |     ~   |M4+III               | 104 |   0
238 |HD 213930                          |PM*|22 33 40.6494305424 +56 37 29.055508932|     ~   |6.686    |5.720    |     ~   |     ~   |K0III                |  58 |   0
239 |HD 214279                          |*  |22 35 51.9941061576 +56 04 14.069041068|     ~   |6.464    |6.373    |     ~   |     ~   |A3V                  |  46 |   0
240 |HD 216174                          |PM*|22 49 46.3147714872 +55 54 09.996118956|     ~   |6.598    |5.439    |     ~   |     ~   |K1III                |  82 |   0
241 |V* V509 Cas                        |LP*|23 00 05.1012218544 +56 56 43.350876312|8.01     |6.68     |5.13     |3.96     |3.11     |G4_0                 | 332 |   0
242 |HD 217673                          |*  |23 01 30.7144632384 +57 06 19.657463220|     ~   |7.684    |6.207    |     ~   |     ~   |K1.5II               |  53 |   0
243 |HD 219134                          |PM*|23 13 16.9749603608 +57 10 06.083823619|7.460    |6.560    |5.570    |4.76     |4.23     |K3V                  | 631 |   1
244 |V* AR Cas                          |SB*|23 30 01.9406369832 +58 32 56.112185112|4.18     |4.760    |4.886    |     ~   |     ~   |B3V                  | 218 |   0
245 |HD 222618                          |*  |23 41 54.5625478704 +57 15 35.834024952|8.090    |7.280    |6.220    |     ~   |     ~   |G8III                |  21 |   0
246 |HD 223421                          |*  |23 49 11.9247201288 +58 57 47.524932252|     ~   |6.754    |6.355    |     ~   |     ~   |F2IV                 |  51 |   0
247 |* tau Cas                          |PM*|23 47 03.4543856136 +58 39 07.167728628|     ~   |5.993    |4.873    |     ~   |     ~   |K1-IIIa              | 112 |   0
248 |HD 223173                          |V* |23 47 01.9184555184 +57 27 04.892546304|     ~   |7.149    |5.503    |     ~   |     ~   |K3-IIb               |  75 |   0
249 |* rho Cas                          |LP*|23 54 23.0325302520 +57 29 57.774737400|7.00     |5.85     |4.59     |3.63     |2.89     |G2_0                 | 394 |   0
250 |V* V373 Cas                        |SB*|23 55 33.8386958472 +57 24 43.807358448|5.49     |6.21     |6.00     |     ~   |     ~   |B0.5II+B3.5/4III/V   | 155 |   0
251 |HD 123A                            |PM*|00 06 15.8138660328 +58 26 12.107266800|     ~   |7.12     |6.42     |     ~   |     ~   |G3V                  |  39 |   0
252 |* alf Cas                          |PM*|00 40 30.4430418459 +56 32 14.385181354|4.52     |3.40     |2.23     |1.45     |0.85     |K0-IIIa              | 345 |   0
253 |* eta Cas                          |PM*|00 49 06.2945942922 +57 48 54.638239716|4.04     |4.02     |3.44     |2.94     |2.58     |F9V                  | 654 |   0
254 |HD 6497                            |PM*|01 07 00.1745063280 +56 56 05.898658776|     ~   |7.605    |6.401    |     ~   |     ~   |K2III-IV             | 118 |   0
255 |HD 5343                            |*  |00 56 12.9720285072 +57 59 47.610105576|     ~   |7.580    |6.190    |     ~   |     ~   |K3III                |  26 |   0
256 |* tet Cas                          |PM*|01 11 06.1620929203 +55 08 59.638991981|4.630    |4.510    |4.330    |4.16     |4.09     |A7V                  | 206 |   0
257 |* 1 Per                            |SB*|01 51 59.3200840608 +55 08 50.583693732|4.51     |5.34     |5.52     |     ~   |     ~   |B1.5V                | 156 |   0
258 |HD 11408                           |PM*|01 53 48.5145386064 +55 35 51.498505428|     ~   |6.620    |6.437    |     ~   |     ~   |A3III                |  58 |   0
259 |HD 10110                           |*  |01 40 13.1009198256 +53 52 05.799499104|9.990    |8.010    |6.370    |     ~   |     ~   |K5III                |  32 |   0
260 |HD 13137                           |PM*|02 10 07.7505345864 +53 50 35.131482816|     ~   |7.262    |6.303    |     ~   |     ~   |G8III                |  46 |   0
261 |HD 13519                           |*  |02 13 33.5110408776 +53 03 30.921654888|     ~   |8.14     |6.46     |     ~   |     ~   |K5                   |  13 |   0
262 |* g Per                            |*  |02 02 18.1084057296 +54 29 15.145135980|4.64     |4.96     |5.04     |5.01     |5.06     |B8III                | 105 |   0
263 |* 66 And                           |SB*|02 27 51.7780802040 +50 34 11.906854392|     ~   |6.566    |6.156    |     ~   |     ~   |F4V                  |  64 |   0
264 |* tet Per                          |PM*|02 44 11.9866154103 +49 13 42.414669174|4.62     |4.62     |4.11     |3.67     |3.37     |F8V                  | 414 |   0
265 |HD 18155                           |*  |02 56 33.3013385856 +47 09 50.417886672|     ~   |7.34     |6.03     |     ~   |     ~   |K3III:               |  17 |   0
266 |HD 18474                           |*  |02 59 49.7897133000 +47 13 14.567181096|     ~   |6.348    |5.485    |     ~   |     ~   |G5:III:CN-3CH-2Hdel-1| 112 |   0
267 |HD 17818                           |*  |02 53 21.0706663824 +48 34 11.848899324|8.390    |7.420    |6.210    |     ~   |     ~   |G8II                 |  34 |   0
